Rank,Company ID,Company Name,Total Score,Tier,Confidence,Reasons
261,35931a47-fc03-452b-904d-0638f566f8be,Company_35931a47,10.4,Unqualified,High,Partial industry match (E-commerce); Serviceable geography (India); Product compatibility match: Turmeric; Single stakeholder engaged
262,2f6e23cd-47c9-4f52-8786-7f0093f40dfb,Company_2f6e23cd,53.3,T2,High,Active website present; Average Google Maps rating (3.4); Partial industry match (Healthcare); High priority geography (USA); Product compatibility match: Ashwagandha; Active hiring in operations/logistics; High pricing page visits; Review site comparison activity; Import gap detected (supplier switch possible); Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager)
263,718274f0-d66b-440a-9f45-582bc3ec751e,Company_718274f0,3.1,T1,High,Active website present; Average Google Maps rating (3.7); Partial industry match (Healthcare); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Quilts); Strong operational certifications (WHO-GMP/ISO/FDA); Explicit sourcing action (Quote requested); Broad buying committee (3 stakeholders); Medium stakeholder seniority (Director/Manager)
264,cc9774c5-a0dc-4337-893a-0f48b2aad771,Company_cc9774c5,0.1,Unqualified,High,Strong industry match (Distribution); High priority geography (USA); Product compatibility match: Rice; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
265,ab3a4dd5-3c92-4c63-a9e1-f43f347cd553,Company_ab3a4dd5,0.1,Unqualified,High,Strong industry match (Wholesale); Serviceable geography (Netherlands); No priority products found in portfolio (Carpets); Single stakeholder engaged; Active competitor contract (–40%)
266,5695a005-45a3-4be8-a243-f2165e88a396,Company_5695a005,10.0,Unqualified,High,Active website present; Average Google Maps rating (3.2); Partial industry match (Healthcare); Serviceable geography (UAE); Product compatibility match: Rice; Minor topic surge (1 topics); Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager)
267,d1ad235c-8bb4-44d7-91b6-333d25a3d290,Company_d1ad235c,0.1,Unqualified,High,Strong industry match (Distribution); Serviceable geography (UAE); No priority products found in portfolio (Spices); Import gap detected (supplier switch possible); Single stakeholder engaged
268,6a836937-a79b-4120-be17-bde3c6d5415c,Company_6a836937,67.1,T1,High,Active website present; Strong Google Maps rating (4.4); Significant number of reviews (>50); Strong industry match (Distribution); Serviceable geography (Singapore); No priority products found in portfolio (Carpets); Active hiring in operations/logistics; Explicit sourcing action (Quote requested); Sustained topic surge (4 topics); High pricing page visits; Review site comparison activity; Business trigger event (Funding round); Broad buying committee (5 stakeholders); High stakeholder seniority (C-level/VP)
269,cb9bd4db-c9a5-4c86-85a0-490e53d1a99f,Company_cb9bd4db,2.7,Unqualified,High,Active website present; Average Google Maps rating (3.3); Partial industry match (Construction); Serviceable geography (UAE); No priority products found in portfolio (Blankets); High pricing page visits; Business trigger event (M&A); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
270,5a89ef14-48a0-4966-9bf0-ab6b6c92450f,Company_5a89ef14,0.0,Unqualified,High,Partial industry match (Manufacturing); Serviceable geography (Saudi Arabia); Product compatibility match: Turmeric; Multiple stakeholders engaged (2); Hiring freeze/layoffs (–25%)
271,b4db6d77-e4b6-46ff-a916-50b07f4388e8,Company_b4db6d77,0.2,T1,High,Average Google Maps rating (3.5); Partial industry match (Construction); Serviceable geography (India); No priority products found in portfolio (Blankets|Textiles); Active hiring in operations/logistics; Explicit sourcing action (Quote requested); High pricing page visits; Business trigger event (New facility); Broad buying committee (4 stakeholders); High stakeholder seniority (C-level/VP)
272,783a99f7-ebd1-4713-83aa-cb68a6171a71,Company_783a99f7,11.3,Unqualified,High,Active website present; Average Google Maps rating (3.3); Strong industry match (Wholesale); High priority geography (UK); No priority products found in portfolio (Carpets|Blankets); Strong operational certifications (WHO-GMP/ISO/FDA); Review site comparison activity; Single stakeholder engaged
273,3e5b5ef0-a887-4192-b18d-ac3e1dfd42a9,Company_3e5b5ef0,36.7,T3,High,Strong Google Maps rating (4.6); Significant number of reviews (>50); Strong industry match (Wholesale); Serviceable geography (Qatar); No priority products found in portfolio (Quilts); Strong operational certifications (WHO-GMP/ISO/FDA); Minor topic surge (1 topics); High pricing page visits; Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (Funding round); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
274,1a122f66-53ee-4a3a-a147-5843f85be367,Company_1a122f66,5.0,Unqualified,High,Active website present; Average Google Maps rating (3.5); Partial industry match (Construction); Serviceable geography (Qatar); No priority products found in portfolio (Quilts|Blankets|Carpets); Active hiring in operations/logistics; Sustained topic surge (4 topics); Review site comparison activity; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
275,b58e62f0-2efd-441c-92b3-36b41e69bd8f,Company_b58e62f0,0.3,Unqualified,High,Active website present; Average Google Maps rating (3.9); Strong industry match (Wholesale); Serviceable geography (Qatar); No priority products found in portfolio (Quilts|Blankets); Basic operational certifications present; Business trigger event (New facility); Broad buying committee (5 stakeholders)
276,1650f7f1-8226-472b-be98-a2f60c3b7c34,Company_1650f7f1,32.6,T1,High,Active website present; Strong Google Maps rating (4.5); Significant number of reviews (>50); Partial industry match (Healthcare); High priority geography (Germany); No priority products found in portfolio (Carpets); Basic operational certifications present; Explicit sourcing action (Quote requested); Sustained topic surge (5 topics); Review site comparison activity; Import gap detected (supplier switch possible); Broad buying committee (3 stakeholders)
277,0f6121b5-8dc0-4216-b0c5-682fc29dd7b5,Company_0f6121b5,8.0,Unqualified,High,Active website present; Average Google Maps rating (3.9); Partial industry match (E-commerce); High priority geography (UK); No priority products found in portfolio (Quilts|Spices); Active hiring in operations/logistics; Sustained topic surge (4 topics); Review site comparison activity; Import gap detected (supplier switch possible); Single stakeholder engaged; Active competitor contract (–40%)
278,6a5aa31d-932d-4156-b190-6caf9cd9f527,Company_6a5aa31d,31.7,T3,High,Active website present; Strong Google Maps rating (4.8); Significant number of reviews (>50); Strong industry match (Retail); High priority geography (France); Product compatibility match: Turmeric; Minor topic surge (2 topics); Review site comparison activity; Broad buying committee (3 stakeholders); High stakeholder seniority (C-level/VP)
279,7edb248a-a5f8-46de-9723-d62f31969fda,Company_7edb248a,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.3); Partial industry match (E-commerce); High priority geography (France); Product compatibility match: Turmeric; Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; High pricing page visits; Single stakeholder engaged
280,67e972ee-150c-49b6-b36f-c9d6cc0f7f59,Company_67e972ee,0.0,Unqualified,High,Partial industry match (Healthcare); High priority geography (USA); Product compatibility match: Turmeric; Product compatibility match: Ashwagandha; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
281,fed8665d-fb44-4438-8fbf-a9d6fc544de9,Company_fed8665d,14.7,T1,High,Active website present; Strong Google Maps rating (4.8); Significant number of reviews (>50); Strong industry match (Distribution); Serviceable geography (Saudi Arabia); Product compatibility match: Turmeric; Active hiring in operations/logistics; Explicit sourcing action (RFP published); Review site comparison activity; Single stakeholder engaged; High stakeholder seniority (C-level/VP); Financial distress (–20%)
282,c9962058-69f5-44e7-837b-7658b8a83385,Company_c9962058,13.0,Unqualified,High,Active website present; Strong industry match (Distribution); Serviceable geography (UAE); Product compatibility match: Rice; Business trigger event (M&A); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
283,3b34b767-3526-4da8-91bb-f5af4a58b4ca,Company_3b34b767,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.7); Strong industry match (Distribution); High priority geography (Germany); No priority products found in portfolio (Textiles); Import gap detected (supplier switch possible); Multiple stakeholders engaged (2); Medium stakeholder seniority (Director/Manager)
284,2fe23733-ddd0-4e4d-a465-644623833a66,Company_2fe23733,43.2,T3,High,Active website present; Strong Google Maps rating (4.5); Significant number of reviews (>50); Strong industry match (Distribution); Serviceable geography (Qatar); Product compatibility match: Turmeric; Basic operational certifications present; Active hiring in operations/logistics; Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (Funding round); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
285,5df31275-8c8f-495c-ab94-aa888e28d892,Company_5df31275,19.2,T1,High,Strong Google Maps rating (4.1); Significant number of reviews (>50); Strong industry match (Retail); Serviceable geography (UAE); No priority products found in portfolio (Spices|Quilts); Strong operational certifications (WHO-GMP/ISO/FDA); Explicit sourcing action (RFP published); High pricing page visits; Review site comparison activity; Business trigger event (New facility); Single stakeholder engaged
286,6c07aab0-4db7-4b46-ad93-a4273a6a03cc,Company_6c07aab0,8.5,Unqualified,High,Average Google Maps rating (3.2); Partial industry match (E-commerce); High priority geography (USA); No priority products found in portfolio (Spices); Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Sustained topic surge (3 topics); High pricing page visits; Multiple stakeholders engaged (2)
287,642ad5bb-3e50-4d2b-bec3-69b270ed4721,Company_642ad5bb,15.5,Unqualified,High,Active website present; Average Google Maps rating (3.9); Partial industry match (E-commerce); Serviceable geography (India); Product compatibility match: Rice; Basic operational certifications present; High pricing page visits; Review site comparison activity; Business trigger event (New facility); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
288,1d53fe32-61bd-4859-a78a-de35d61c23be,Company_1d53fe32,14.7,Unqualified,High,Active website present; Strong Google Maps rating (4.5); Significant number of reviews (>50); Partial industry match (Construction); High priority geography (France); Product compatibility match: Rice; Basic operational certifications present; Active hiring in operations/logistics; Minor topic surge (1 topics); High pricing page visits; Import gap detected (supplier switch possible); Business trigger event (New facility); Broad buying committee (5 stakeholders); High stakeholder seniority (C-level/VP); Active competitor contract (–40%)
289,de11ea20-dd0a-4faf-8c9e-11e12c679676,Company_de11ea20,36.2,T3,High,Active website present; Strong Google Maps rating (4.3); Significant number of reviews (>50); Partial industry match (Manufacturing); High priority geography (USA); No priority products found in portfolio (Textiles); Active hiring in operations/logistics; Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (Funding round); Broad buying committee (3 stakeholders)
290,60704b3a-e897-4248-86b7-f823d621cfec,Company_60704b3a,0.0,Unqualified,High,Average Google Maps rating (3.0); Strong industry match (Retail); High priority geography (USA); Product compatibility match: Ashwagandha; Strong operational certifications (WHO-GMP/ISO/FDA); Sustained topic surge (4 topics); High pricing page visits; Import gap detected (supplier switch possible); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
291,38b6d788-874e-4d8e-81a1-c2acf8b9ce42,Company_38b6d788,10.4,Unqualified,High,Active website present; Average Google Maps rating (3.6); Strong industry match (Wholesale); Serviceable geography (Singapore); No priority products found in portfolio (Carpets|Quilts|Spices); Sustained topic surge (5 topics); Review site comparison activity; Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager)
292,11725e53-53bd-4fe2-b8e1-7efa98dbd370,Company_11725e53,0.4,Unqualified,High,Active website present; Average Google Maps rating (3.7); Strong industry match (Wholesale); Serviceable geography (UAE); No priority products found in portfolio (Spices|Textiles); Broad buying committee (4 stakeholders)
293,d7ee2348-51d3-4049-a795-e3ef7918e563,Company_d7ee2348,0.3,Unqualified,High,Active website present; Average Google Maps rating (3.1); Partial industry match (E-commerce); High priority geography (France); Product compatibility match: Rice; Strong operational certifications (WHO-GMP/ISO/FDA); Minor topic surge (1 topics); Review site comparison activity; Business trigger event (Funding round); Multiple stakeholders engaged (2); Hiring freeze/layoffs (–25%)
294,e30b9e0c-4b8d-45a8-8aad-32cd87d9f4fd,Company_e30b9e0c,0.4,T1,High,Partial industry match (Healthcare); High priority geography (Germany); Product compatibility match: Rice; Product compatibility match: Turmeric; Explicit sourcing action (Quote requested); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager); Active competitor contract (–40%)
295,5f29ce57-028e-4f4b-b7a8-7e885e6fccf8,Company_5f29ce57,10.1,Unqualified,High,Strong industry match (Wholesale); Serviceable geography (Qatar); Product compatibility match: Turmeric; High pricing page visits; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
296,382cc958-c186-449a-a2af-7fc2848c89c8,Company_382cc958,0.0,Unqualified,High,Average Google Maps rating (3.2); Strong industry match (Distribution); Serviceable geography (UAE); Product compatibility match: Turmeric; Product compatibility match: Ashwagandha; Basic operational certifications present; Active hiring in operations/logistics; Minor topic surge (1 topics); Import gap detected (supplier switch possible); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager); No engagement in >180 days (–15%)
297,f8f852b8-2042-4c2e-a9c4-146487f7f318,Company_f8f852b8,25.1,T3,High,Active website present; Partial industry match (Healthcare); Serviceable geography (UAE); Product compatibility match: Rice; Minor topic surge (2 topics); High pricing page visits; Business trigger event (M&A); Broad buying committee (5 stakeholders)
298,8fe0b6e7-ca1e-44d6-9ab5-71ad4f7a7701,Company_8fe0b6e7,13.1,Unqualified,High,Active website present; Average Google Maps rating (3.2); Partial industry match (Construction); Serviceable geography (Saudi Arabia); Product compatibility match: Turmeric; Sustained topic surge (5 topics); High pricing page visits; Import gap detected (supplier switch possible); Broad buying committee (5 stakeholders); Medium stakeholder seniority (Director/Manager)
299,06b91a46-8a86-4104-b3e5-bb1b8a5d9566,Company_06b91a46,22.0,T3,High,Strong Google Maps rating (4.4); Significant number of reviews (>50); Partial industry match (Manufacturing); High priority geography (Germany); Product compatibility match: Ashwagandha; Active hiring in operations/logistics; Sustained topic surge (3 topics); High pricing page visits; Review site comparison activity; Import gap detected (supplier switch possible); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager); Hiring freeze/layoffs (–25%)
300,1b9201e2-cf29-4425-89fb-b31052315eb6,Company_1b9201e2,4.8,Unqualified,High,Partial industry match (Construction); High priority geography (USA); Product compatibility match: Turmeric; Minor topic surge (1 topics); Single stakeholder engaged
